0.4510,263.0
0.4570,1.263
0.4590,1.265
0.4601,1.264
0.4610,1.262
0.4620,1.262
0.4630,1.263
0.4640,1.262
0.4640,1.262
0.4660,1.262
0.4660,1.263
0.4670,1.265
0.4680,1.263
0.4690,1.263
0.4700,1.264
0.4710,1.264
0.4710,1.264
0.4720,1.262
0.4740,1.262
0.4760,1.263
0.4770,1.263
0.4780,1.262
0.4790,1.261
0.4790,1.261
0.4800,1.262
0.4869,1.262
0.5049,1.263
0.5089,1.263
0.5099,1.263
0.5119,1.264
0.5129,1.265
0.5139,1.263
0.5149,1.264
0.5159,1.263
0.5169,1.261
0.5169,1.263
0.5179,1.262
0.5189,1.261
0.5199,1.262
0.5199,1.261
0.5209,1.264
0.5219,1.264
0.5239,1.262
0.5249,1.263
0.5259,1.265
0.5270,1.264
0.5270,1.264
0.5279,1.262
0.5289,1.264
0.5299,1.262
0.5299,1.263
0.5309,1.263
0.5319,1.262
0.5319,1.262
0.5329,1.262
0.5339,1.264
0.5339,1.263
0.5349,1.263
0.5359,1.264
0.5359,1.264
0.5369,1.265
0.5379,1.264
0.5379,1.262
0.5389,1.263
0.5398,1.263
0.5408,1.262
0.5408,1.262
0.5418,1.262
0.5418,1.262
0.5418,1.262
0.5429,1.263
0.5438,1.263
0.5438,1.262
0.5448,1.264
0.5448,1.264
0.5448,1.264
0.5458,1.265
0.5458,1.263
0.5468,1.263
0.5468,1.262
0.5478,1.261
0.5478,1.263
0.5478,1.262
0.5488,1.262
0.5488,1.264
0.5498,1.263
0.5498,1.262
0.5498,1.264
0.5508,1.263
0.5508,1.264
0.5508,1.264
0.5518,1.263
0.5518,1.263
0.5518,1.263
0.5518,1.263
0.5528,1.263
0.5528,1.262
0.5528,1.261
0.5538,1.264
0.5538,1.263
0.5538,1.264
0.5548,1.263
0.5548,1.263
0.5548,1.264
0.5558,1.266
0.5558,1.266
0.5558,1.265
0.5568,1.262
0.5568,1.264
0.5568,1.262
0.5578,1.263
0.5578,1.262
0.5578,1.262
0.5588,1.262
0.5588,1.262
0.5588,1.262
0.5588,1.263
0.5598,1.264
0.5598,1.265
0.5598,1.265
0.5598,1.265
0.5608,1.263
0.5608,1.263
0.5608,1.263
0.5608,1.263
0.5618,1.262
0.5618,1.263
0.5618,1.263
0.5618,1.264
0.5628,1.263
0.5628,1.265
0.5628,1.264
0.5628,1.263
0.5638,1.266
0.5638,1.265
0.5638,1.265
0.5638,1.263
0.5648,1.263
0.5648,1.263
0.5648,1.264
0.5648,1.262
0.5658,1.263
0.5658,1.264
0.5658,1.264
0.5658,1.263
0.5668,1.264
0.5668,1.264
0.5668,1.265
0.5668,1.264
0.5678,1.265
0.5678,1.264
0.5678,1.265
0.5678,1.265
0.5678,1.264
0.5688,1.264
0.5688,1.262
0.5688,1.264
0.5688,1.265
0.5698,1.264
0.5698,1.265
0.5698,1.265
0.5698,1.264
0.5698,1.265
0.5708,1.267
0.5708,1.263
0.5708,1.264
0.5708,1.264
0.5718,1.264
0.5718,1.263
0.5718,1.263
0.5718,1.261
0.5718,1.263
0.5728,1.266
0.5728,1.264
0.5728,1.265
0.5728,1.264
0.5737,1.264
0.5737,1.265
0.5737,1.265
0.5737,1.262
0.5737,1.262
0.5747,1.264
0.5747,1.265
0.5747,1.263
0.5747,1.263
0.5757,1.263
0.5757,1.263
0.5757,1.264
0.5757,1.264
0.5757,1.263
0.5767,1.263
0.5767,1.264
0.5767,1.266
0.5767,1.267
0.5777,1.262
0.5777,1.263
0.5777,1.263
0.5777,1.263
0.5777,1.262
0.5787,1.264
0.5787,1.263
0.5787,1.264
0.5787,1.265
0.5797,1.264
0.5797,1.264
0.5797,1.265
0.5797,1.264
0.5797,1.265
0.5807,1.264
0.5807,1.263
0.5807,1.264
0.5807,1.264
0.5807,1.263
0.5817,1.262
0.5817,1.262
0.5817,1.263
0.5817,1.263
0.5827,1.263
0.5827,1.264
0.5827,1.264
0.5827,1.265
0.5837,1.264
0.5837,1.266
0.5837,1.265
0.5837,1.263
0.5837,1.262
0.5847,1.263
0.5847,1.263
0.5847,1.264
0.5847,1.262
0.5857,1.262
0.5857,1.263
0.5857,1.264
0.5857,1.262
0.5857,1.265
0.5867,1.265
0.5867,1.265
0.5867,1.264
0.5867,1.264
0.5867,1.264
0.5877,1.263
0.5877,1.263
0.5877,1.263
0.5877,1.263
0.5887,1.262
0.5887,1.263
0.5887,1.264
0.5887,1.263
0.5897,1.265
0.5897,1.264
0.5897,1.265
0.5897,1.266
0.5897,1.262
0.5917,1.263
0.5967,1.263
0.5977,1.265
0.5977,1.263
0.5977,1.262
0.5987,1.262
0.5987,1.263
0.5987,1.264
0.5997,1.264
0.5997,1.264
0.5997,1.264
0.5997,1.264
0.5997,1.265
0.6007,1.265
0.6007,1.263
0.6007,1.264
0.6017,1.263
0.6017,1.264
0.6017,1.263
0.6017,1.263
0.6027,1.262
0.6027,1.264
0.6027,1.264
0.6037,1.263
0.6037,1.264
0.6037,1.263
0.6037,1.265
0.6047,1.265
0.6047,1.265
0.6047,1.264
0.6057,1.263
0.6057,1.264
0.6067,1.264
0.6067,1.262
0.6077,1.262
0.6077,1.263
0.6077,1.263
0.6077,1.264
0.6077,1.264
0.6087,1.263
0.6087,1.264
0.6087,1.265
0.6087,1.265
0.6097,1.265
0.6097,1.264
0.6097,1.264
0.6097,1.262
0.6106,1.262
0.6106,1.262
0.6106,1.261
0.6106,1.263
0.6116,1.265
0.6116,1.263
0.6116,1.264
0.6116,1.264
0.6116,1.264
0.6126,1.265
0.6126,1.263
0.6126,1.264
0.6126,1.265
0.6136,1.264
0.6136,1.265
0.6136,1.262
0.6136,1.263
0.6136,1.261
0.6146,1.263
0.6146,1.265
0.6146,1.263
0.6146,1.263
0.6156,1.265
0.6156,1.265
0.6156,1.265
0.6156,1.265
0.6156,1.263
0.6166,1.262
0.6166,1.262
0.6166,1.264
0.6166,1.262
0.6166,1.262
0.6176,1.262
0.6176,1.263
0.6176,1.263
0.6176,1.264
0.6186,1.263
0.6186,1.263
0.6186,1.266
0.6186,1.264
0.6186,1.265
0.6196,1.263
0.6196,1.262
0.6196,1.261
0.6196,1.263
0.6206,1.261
0.6206,1.262
0.6206,1.263
0.6206,1.265
0.6206,1.264
0.6216,1.264
0.6216,1.264
0.6216,1.264
0.6216,1.265
0.6226,1.264
0.6230,1.263
0.6230,1.263
0.6236,1.263
0.6236,1.264
0.6236,1.262
0.6236,1.262
0.6236,1.262
0.6246,1.262
0.6246,1.263
0.6246,1.264
0.6246,1.263
0.6256,1.264
0.6256,1.263
0.6256,1.265
0.6256,1.265
0.6256,1.263
1.3532,1.262
1.3791,1.263
1.4055,1.262
1.4136,1.262
1.4222,1.261
1.4433,1.264
1.4453,1.264
1.4746,1.264
1.4777,1.263
1.4799,1.264
1.4809,1.264
1.4819,1.264
1.4839,1.263
1.4839,1.262
1.4859,1.265
1.4859,1.262
1.4869,1.262
1.4879,1.262
1.4888,1.263
1.4899,1.262
1.4908,1.263
1.4918,1.264
1.4928,1.263
1.4938,1.263
1.4938,1.264
1.4948,1.266
1.4958,1.262
1.4958,1.263
1.4968,1.262
1.4978,1.263
1.4978,1.262
1.4988,1.262
1.4998,1.261
1.4998,1.262
1.5008,1.262
1.5018,1.264
1.5018,1.262
1.5030,1.263
1.5040,1.264
1.5040,1.263
1.5050,1.265
1.5061,1.262
1.5080,1.263
1.5092,1.263
1.5103,1.263
1.5103,1.262
1.5112,1.262
1.5122,1.263
1.5132,1.263
1.5132,1.264
1.5142,1.264
1.5154,1.264
1.5155,1.264
1.5165,1.263
1.5175,1.265
1.5175,1.263
1.5185,1.263
1.5195,1.261
1.5195,1.263
1.5205,1.263
1.5216,1.261
1.5217,1.263
1.5238,1.261
1.5247,1.261
1.5257,1.265
1.5257,1.264
1.5267,1.262
1.5279,1.263
1.5279,1.262
1.5289,1.264
1.5299,1.264
1.5299,1.262
1.5309,1.264
1.5319,1.262
1.5319,1.262
1.5329,1.261
1.5341,1.262
1.5341,1.263
1.5351,1.263
1.5361,1.262
1.5361,1.262
1.5371,1.263
1.5381,1.262
1.5391,1.263
1.5403,1.263
1.5403,1.262
1.5413,1.261
1.5423,1.264
1.5423,1.262
1.5433,1.262
1.5443,1.262
1.5443,1.261
1.5453,1.263
1.5465,1.263
1.5475,1.265
1.5475,1.262
1.5485,1.263
1.5495,1.265
1.5495,1.263
1.5505,1.263
1.5515,1.262
1.5515,1.261
1.5527,1.263
1.5537,1.261
1.5537,1.262
1.5547,1.261
1.5567,1.262
1.5577,1.263
1.5577,1.263
1.5589,1.263
1.5599,1.263
1.5599,1.265
1.5609,1.263
1.5619,1.265
1.5619,1.263
1.5629,1.262
1.5639,1.263
1.5649,1.262
1.5651,1.261
1.5661,1.262
1.5671,1.262
1.5671,1.261
1.5681,1.26
1.5691,1.264
1.5691,1.263
1.5751,1.262
1.5944,1.263
1.5984,1.264
1.5996,1.264
1.6007,1.262
1.6016,1.262
1.6016,1.262
1.6026,1.263
1.6036,1.264
1.6046,1.26
1.6065,1.261
1.6082,1.262
1.6092,1.263
1.6102,1.263
1.6112,1.262
1.6112,1.262
1.6124,1.265
1.6134,1.264
1.6144,1.262
1.6144,1.262
1.6154,1.262
1.6166,1.263
1.6174,1.262
1.6186,1.262
1.6196,1.262
1.6206,1.261
1.6206,1.262
1.6226,1.263
1.6245,1.263
1.6265,1.262
1.6265,1.264
1.6276,1.262
1.6286,1.263
1.6295,1.263
1.6295,1.263
1.6307,1.263
1.6327,1.263
1.6337,1.262
1.6337,1.264
1.6347,1.26
1.6357,1.262
1.6357,1.262
1.6368,1.262
1.6368,1.264
1.6378,1.263
1.6378,1.263
1.6388,1.265
1.6398,1.265
1.6398,1.263
1.6408,1.262
1.6408,1.262
1.6418,1.262
1.6418,1.263
1.6429,1.26
1.6429,1.26
1.6439,1.263
1.6439,1.262
1.6449,1.263
1.6449,1.263
1.6459,1.262
1.6459,1.263
1.6459,1.264
1.6469,1.263
1.6479,1.263
1.6489,1.261
1.6489,1.262
1.6504,1.262
1.6509,1.261
1.6519,1.262
1.6519,1.261
1.6519,1.262
1.6529,1.262
1.6529,1.262
1.6539,1.263
1.6539,1.262
1.6549,1.264
1.6550,1.263
1.6550,1.264
1.6560,1.262
1.6560,1.261
1.6560,1.262
1.6570,1.262
1.6570,1.262
